"FixdotCode","PulseDuration","ResponseCode","StopSignalCode","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions","correct_kb_response","correct_response","count_CodeSettings","count_ErrorFeedback","count_NoError","count_ResponseCalc","count_ResponseGiven","count_SetlinesZero","count_StartFixdot","count_StartStopsignal","count_StartTarget","count_about_this_example","count_blank","count_block_loop","count_experiment","count_finished","count_fixdot","count_instructions","count_kb_response","count_logger","count_new_advanced_delay","count_stop_signal","count_stop_signal_coroutines","count_target","count_trial_sequence","datetime","delay_new_advanced_delay","description","direction","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finished","response_instructions","response_kb_response","response_target","response_time","response_time_finished","response_time_instructions","response_time_kb_response","response_time_target","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stop_after","stopcode","subject_nr","subject_parity","target","targetcode","time_CodeSettings","time_ErrorFeedback","time_NoError","time_ResponseCalc","time_ResponseGiven","time_SetlinesZero","time_StartFixdot","time_StartStopsignal","time_StartTarget","time_about_this_example","time_blank","time_block_loop","time_experiment","time_finished","time_fixdot","time_instructions","time_kb_response","time_logger","time_new_advanced_delay","time_stop_signal","time_target","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"1","10","133","255","100","100","381.9545999995171","381.9545999995171","black","no","psycho","psycho","psycho","0","uniform","9449","402.5545000004058","0.04260286802840574","1","undefined","1","left","0","0","0","0","0","1","0","NA","0","0","0","0","0","0","0","0","0","0","0","NA","0","0","0","Mon Nov 29 12:51:59 2021","314","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","0","0","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","381.9545999995171","NA","19721.017399999255","381.9545999995171","NA","2","psycho","1024","2","48000","-16","experiment","","0","1","odd","left","2","23275.250900000174","NA","24370.17470000137","24202.832500001023","NA","NA","NA","NA","NA","NA","24236.830400001054","23275.28429999984","3506.3695999997435","NA","23453.55980000022","3553.3418000013626","23820.40760000018","25273.23240000078","23453.810500001055","NA","23820.18960000096","23398.778500000844","Stop-Signal Task","1","381.9545999995171","1","yes","1024"
"1","10","133","255","100","100","379.627199999959","379.627199999959","black","no","psycho","psycho","psycho","0","uniform","9275","404.000200000155","0.04355797304583882","1","undefined","1","left","0","1","1","1","1","2","1","NA","1","0","1","0","0","0","1","0","1","1","1","NA","1","1","1","Mon Nov 29 12:51:59 2021","374","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","1","1","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","377.29980000040086","NA","19721.017399999255","377.29980000040086","NA","2","psycho","1024","2","48000","-16","experiment","","0","1","odd","left","2","23275.250900000174","NA","26486.829900000885","26314.83339999977","NA","NA","NA","NA","NA","NA","26353.59470000003","23275.28429999984","3506.3695999997435","NA","25503.795100001298","3553.3418000013626","25937.062900000456","27387.663900000916","25503.86720000097","NA","25936.850800000684","25463.194200001453","Stop-Signal Task","2","759.254399999918","2","yes","1024"
"1","10","133","255","100","100","367.29239999961766","367.29239999961766","black","no","psycho","psycho","psycho","0","uniform","8449","368.01919999925303","0.04355772280734442","1","undefined","1","left","0","2","2","2","2","3","2","NA","2","0","2","0","0","0","2","0","2","2","2","NA","2","2","2","Mon Nov 29 12:51:59 2021","327","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","2","2","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","342.6227999989351","NA","19721.017399999255","342.6227999989351","NA","2","psycho","1024","2","48000","-16","experiment","","0","1","odd","left","2","23275.250900000174","NA","28520.180299999993","28346.84019999986","NA","NA","NA","NA","NA","NA","28386.8693000004","23275.28429999984","3506.3695999997435","NA","27620.280000001003","3553.3418000013626","28003.747500000827","29418.82910000095","27620.619600000282","NA","28003.534400000717","27558.063000000402","Stop-Signal Task","3","1101.877199998853","3","yes","1024"
"1","10","131","255","100","100","376.6544000000067","376.6544000000067","black","no","psycho","psycho","psycho","0","uniform","9953","418.17819999960193","0.042015291871757454","1","undefined","1","right","0","3","3","3","3","4","3","NA","3","0","3","0","0","0","3","0","3","3","3","NA","3","3","3","Mon Nov 29 12:51:59 2021","366","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","0","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","3","3","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.9","0","right","NA","right","right","NA","404.74040000117384","NA","19721.017399999255","404.74040000117384","NA","2","psycho","1024","2","48000","-16","experiment","","0","1","odd","right","8","23275.250900000174","NA","30636.854700000185","30458.964000001288","NA","NA","NA","NA","NA","NA","30503.57129999975","23275.28429999984","3506.3695999997435","NA","29653.586800000994","3553.3418000013626","30053.572099999656","31528.070300000763","29653.66979999999","NA","30053.52060000041","29614.201100001083","Stop-Signal Task","4","1506.6176000000269","4","yes","1024"
"1","10","133","255","100","100","397.13513999995484","397.13513999995484","black","no","psycho","psycho","psycho","0","uniform","11603","502.18710000081046","0.043280798069534644","1","undefined","1","left","0","4","4","4","4","5","4","NA","4","0","4","0","0","0","4","0","4","4","4","NA","4","4","4","Mon Nov 29 12:51:59 2021","362","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","4","4","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","479.05809999974736","NA","19721.017399999255","479.05809999974736","NA","2","psycho","1024","2","48000","-16","experiment","","0","1","odd","left","2","23275.250900000174","NA","32836.88660000007","32666.79099999965","NA","NA","NA","NA","NA","NA","32703.672800000277","23275.28429999984","3506.3695999997435","NA","31753.56600000123","3553.3418000013626","32187.26980000065","33736.184700001104","31753.786900000705","NA","32186.953500000527","31709.956000000602","Stop-Signal Task","5","1985.6756999997742","5","yes","1024"
"1","10","133","255","100","100","385.39270000001125","385.39270000001125","black","no","psycho","psycho","psycho","0","uniform","8016","340.96950000093784","0.042536115269578074","1","undefined","1","left","0","5","5","5","5","6","5","NA","5","0","5","0","0","0","5","0","5","5","5","NA","5","5","5","Mon Nov 29 12:51:59 2021","399","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","5","5","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","326.68050000029325","NA","19721.017399999255","326.68050000029325","NA","2","psycho","1024","2","48000","-16","experiment","","0","1","odd","left","2","23275.250900000174","NA","34903.60680000049","34730.7794999997","NA","NA","NA","NA","NA","NA","34770.27090000047","23275.28429999984","3506.3695999997435","NA","33970.44730000016","3553.3418000013626","34403.60760000112","35798.5105000007","33970.93070000119","NA","34403.552600000694","33919.17970000031","Stop-Signal Task","6","2312.3562000000675","6","yes","1024"
"1","10","133","255","100","100","383.95775714265517","383.95775714265517","black","no","psycho","psycho","psycho","0","uniform","9251","388.99769999989076","0.04204925953949743","1","undefined","1","left","0","6","6","6","6","7","6","NA","6","0","6","0","0","0","6","0","6","6","6","NA","6","6","6","Mon Nov 29 12:51:59 2021","355","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","6","6","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","375.3480999985186","NA","19721.017399999255","375.3480999985186","NA","2","psycho","1024","2","48000","-16","experiment","","0","1","odd","left","2","23275.250900000174","NA","36953.73400000062","36762.778600001184","NA","NA","NA","NA","NA","NA","36803.587000000334","23275.28429999984","3506.3695999997435","NA","36003.5923000014","3553.3418000013626","36386.94990000113","37845.255300000645","36003.66010000107","NA","36386.896900001375","35967.79969999989","Stop-Signal Task","7","2687.704299998586","7","yes","1024"
"1","10","131","255","100","100","380.28062499984117","380.28062499984117","black","no","psycho","psycho","psycho","0","uniform","8693","376.03690000105416","0.043257437018411844","1","undefined","1","right","0","7","7","7","7","8","7","NA","7","0","7","0","0","0","7","0","7","7","7","NA","7","7","7","Mon Nov 29 12:51:59 2021","380","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","0","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","7","7","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.9","0","right","NA","right","right","NA","354.54070000014326","NA","19721.017399999255","354.54070000014326","NA","2","psycho","1024","2","48000","-16","experiment","","0","1","odd","right","8","23275.250900000174","NA","39037.01580000052","38858.83040000044","NA","NA","NA","NA","NA","NA","38903.65589999965","23275.28429999984","3506.3695999997435","NA","38070.277500000884","3553.3418000013626","38503.798600000664","39938.85010000122","38070.496500000445","NA","38503.58760000017","38026.63190000021","Stop-Signal Task","8","3042.2449999987293","8","yes","1024"
"1","10","131","255","100","100","377.41349999972346","377.41349999972346","black","no","psycho","psycho","psycho","0","uniform","8704","376.05919999987236","0.04320533088233828","1","undefined","1","right","0","8","8","8","8","9","8","NA","8","0","8","0","0","0","8","0","8","8","8","NA","8","8","8","Mon Nov 29 12:51:59 2021","308","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","0","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","8","8","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.9","0","right","NA","right","right","NA","354.47649999878195","NA","19721.017399999255","354.47649999878195","NA","2","psycho","1024","2","48000","-16","experiment","","0","1","odd","right","8","23275.250900000174","NA","41036.96370000034","40858.84000000078","NA","NA","NA","NA","NA","NA","40903.67110000079","23275.28429999984","3506.3695999997435","NA","40153.631099999984","3553.3418000013626","40503.80700000096","41943.7883999999","40153.85240000069","NA","40503.59740000022","40105.7079000002","Stop-Signal Task","9","3396.7214999975113","9","yes","1024"
"1","10","131","255","100","100","366.8534599995837","366.8534599995837","black","no","psycho","psycho","psycho","0","uniform","6676","291.7802000010852","0.043705841821612516","1","undefined","1","right","0","9","9","9","9","10","9","NA","9","0","9","0","0","0","9","0","9","9","9","NA","9","9","9","Mon Nov 29 12:51:59 2021","355","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","0","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","9","9","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-1.csv","psycho","Lentiform Loewenfeld","3.3.9","0","right","NA","right","right","NA","271.8130999983259","NA","19721.017399999255","271.8130999983259","NA","2","psycho","1024","2","48000","-16","experiment","","0","1","odd","right","8","23275.250900000174","NA","43020.338500000435","42842.83680000044","NA","NA","NA","NA","NA","NA","42886.95600000028","23275.28429999984","3506.3695999997435","NA","42170.34330000024","3553.3418000013626","42570.484200001374","43917.16070000075","42170.61230000036","NA","42570.27660000131","42123.323800000435","Stop-Signal Task","10","3668.534599995837","10","yes","1024"
