"FixdotCode","PulseDuration","ResponseCode","StopSignalCode","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","coroutines_cycles","coroutines_duration","coroutines_mean_cycle_duration","correct","correct_instructions","correct_kb_response","correct_response","count_CodeSettings","count_ErrorFeedback","count_NoError","count_ResponseCalc","count_ResponseGiven","count_SetlinesZero","count_StartFixdot","count_StartStopsignal","count_StartTarget","count_about_this_example","count_blank","count_block_loop","count_experiment","count_finished","count_fixdot","count_instructions","count_kb_response","count_logger","count_new_advanced_delay","count_stop_signal","count_stop_signal_coroutines","count_target","count_trial_sequence","datetime","delay_new_advanced_delay","description","direction","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_finished","response_instructions","response_kb_response","response_target","response_time","response_time_finished","response_time_instructions","response_time_kb_response","response_time_target","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stop_after","stopcode","subject_nr","subject_parity","target","targetcode","time_CodeSettings","time_ErrorFeedback","time_NoError","time_ResponseCalc","time_ResponseGiven","time_SetlinesZero","time_StartFixdot","time_StartStopsignal","time_StartTarget","time_about_this_example","time_blank","time_block_loop","time_experiment","time_finished","time_fixdot","time_instructions","time_kb_response","time_logger","time_new_advanced_delay","time_stop_signal","time_target","time_trial_sequence","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"1","10","133","255","100","100","510.46190000124625","510.46190000124625","black","no","psycho","psycho","psycho","0","uniform","12904","528.8137999996252","0.040980610663331155","1","undefined","1","left","0","0","0","0","0","1","0","NA","0","0","0","0","0","0","0","0","0","0","0","NA","0","0","0","Tue Nov 30 16:08:29 2021","315","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","0","0","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-4.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","510.46190000124625","NA","11572.098099997675","510.46190000124625","NA","2","psycho","1024","2","48000","-16","experiment","","0","4","even","left","2","15029.506700000638","NA","16273.273700000573","16101.083099998505","NA","NA","NA","NA","NA","NA","16139.930800000002","15029.538200000388","3420.077800001309","NA","15223.29549999995","3456.5164000014192","15590.167199999996","17174.398899998778","15223.374699999113","NA","15589.929900001152","15184.873800000787","Stop-Signal Task","1","510.46190000124625","1","yes","1024"
"1","10","131","255","100","100","457.86820000103035","457.86820000103035","black","no","psycho","psycho","psycho","0","uniform","10175","432.3894000008295","0.04249527272735425","1","undefined","1","right","0","1","1","1","1","2","1","NA","1","0","1","0","0","0","1","0","1","1","1","NA","1","1","1","Tue Nov 30 16:08:29 2021","341","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","0","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","1","1","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-4.csv","psycho","Lentiform Loewenfeld","3.3.9","0","right","NA","right","right","NA","405.27450000081444","NA","11572.098099997675","405.27450000081444","NA","2","psycho","1024","2","48000","-16","experiment","","0","4","even","right","8","15029.506700000638","NA","18406.612300001143","18229.545099999086","NA","NA","NA","NA","NA","NA","18273.26929999981","15029.538200000388","3420.077800001309","NA","17423.565500001132","3456.5164000014192","17823.485199998686","19307.790800001385","17423.790900000313","NA","17823.282199999085","17377.672099999472","Stop-Signal Task","2","915.7364000020607","2","yes","1024"
"1","10","133","255","100","100","443.8852333332761","443.8852333332761","black","no","psycho","psycho","psycho","0","uniform","10323","432.0957999989332","0.04185758016070263","1","undefined","1","left","0","2","2","2","2","3","2","NA","2","0","2","0","0","0","2","0","2","2","2","NA","2","2","2","Tue Nov 30 16:08:29 2021","362","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","2","2","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-4.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","415.91929999776767","NA","11572.098099997675","415.91929999776767","NA","2","psycho","1024","2","48000","-16","experiment","","0","4","even","left","2","15029.506700000638","NA","20539.955299998837","20373.11090000003","NA","NA","NA","NA","NA","NA","20406.64370000013","15029.538200000388","3420.077800001309","NA","19539.971400001377","3456.5164000014192","19956.716000000597","21438.208999999915","19540.189100000134","NA","19956.65459999873","19495.579599999473","Stop-Signal Task","3","1331.6556999998284","3","yes","1024"
"1","10","133","255","100","100","443.8951749998523","443.8951749998523","black","no","psycho","psycho","psycho","0","uniform","11053","456.0417000029702","0.04125954039654123","1","undefined","1","left","0","3","3","3","3","4","3","NA","3","0","3","0","0","0","3","0","3","3","3","NA","3","3","3","Tue Nov 30 16:08:29 2021","357","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","3","3","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-4.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","443.9249999995809","NA","11572.098099997675","443.9249999995809","NA","2","psycho","1024","2","48000","-16","experiment","","0","4","even","left","2","15029.506700000638","NA","22673.304399999324","22501.107000000047","NA","NA","NA","NA","NA","NA","22539.962200000446","15029.538200000388","3420.077800001309","NA","21656.75890000057","3456.5164000014192","22056.665000000066","23570.19759999821","21657.131100000697","NA","22056.6112000015","21607.77120000057","Stop-Signal Task","4","1775.5806999994093","4","yes","1024"
"1","10","133","255","100","100","436.7056399998546","436.7056399998546","black","no","psycho","psycho","psycho","0","uniform","10293","420.05539999809116","0.040809812493742464","1","undefined","1","left","0","4","4","4","4","5","4","NA","4","0","4","0","0","0","4","0","4","4","4","NA","4","4","4","Tue Nov 30 16:08:29 2021","311","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","4","4","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-4.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","407.9474999998638","NA","11572.098099997675","407.9474999998638","NA","2","psycho","1024","2","48000","-16","experiment","","0","4","even","left","2","15029.506700000638","NA","24739.982600000076","24565.09989999904","NA","NA","NA","NA","NA","NA","24606.644100000267","15029.538200000388","3420.077800001309","NA","23806.65940000108","3456.5164000014192","24156.688700000814","25640.86469999893","23806.87570000009","NA","24156.630500001484","23755.436300001747","Stop-Signal Task","5","2183.528199999273","5","yes","1024"
"1","10","131","255","100","100","436.3697166663769","436.3697166663769","black","no","psycho","psycho","psycho","0","uniform","10743","447.68910000129836","0.041672633342762576","1","undefined","1","right","0","5","5","5","5","6","5","NA","5","0","5","0","0","0","5","0","5","5","5","NA","5","5","5","Tue Nov 30 16:08:29 2021","371","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","0","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","5","5","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-4.csv","psycho","Lentiform Loewenfeld","3.3.9","0","right","NA","right","right","NA","434.69009999898844","NA","11572.098099997675","434.69009999898844","NA","2","psycho","1024","2","48000","-16","experiment","","0","4","even","right","8","15029.506700000638","NA","26906.715100001747","26725.379100000282","NA","NA","NA","NA","NA","NA","26773.317999999563","15029.538200000388","3420.077800001309","NA","25873.35389999862","3456.5164000014192","26290.094500000123","27809.271800000715","25873.575300000084","NA","26290.030200001638","25824.850699998933","Stop-Signal Task","6","2618.2182999982615","6","yes","1024"
"1","10","131","255","100","100","442.3674285712228","442.3674285712228","black","no","psycho","psycho","psycho","0","uniform","11926","500.01500000144006","0.04192646318979038","1","undefined","1","right","0","6","6","6","6","7","6","NA","6","0","6","0","0","0","6","0","6","6","6","NA","6","6","6","Tue Nov 30 16:08:29 2021","333","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","0","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","6","6","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-4.csv","psycho","Lentiform Loewenfeld","3.3.9","0","right","NA","right","right","NA","478.353700000298","NA","11572.098099997675","478.353700000298","NA","2","psycho","1024","2","48000","-16","experiment","","0","4","even","right","8","15029.506700000638","NA","29039.98810000121","28869.053200000053","NA","NA","NA","NA","NA","NA","28906.65799999988","15029.538200000388","3420.077800001309","NA","28006.691200000205","3456.5164000014192","28390.209299999697","29948.087400000077","28006.76079999903","NA","28389.983400000347","27970.668099998875","Stop-Signal Task","7","3096.5719999985595","7","yes","1024"
"1","10","133","255","100","100","447.44794999996884","447.44794999996884","black","no","psycho","psycho","psycho","0","uniform","12063","508.09490000028745","0.042120111083502235","1","undefined","1","left","0","7","7","7","7","8","7","NA","7","0","7","0","0","0","7","0","7","7","7","NA","7","7","7","Tue Nov 30 16:08:29 2021","373","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","7","7","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-4.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","483.01160000119125","NA","11572.098099997675","483.01160000119125","NA","2","psycho","1024","2","48000","-16","experiment","","0","4","even","left","2","15029.506700000638","NA","31323.35310000053","31157.09380000044","NA","NA","NA","NA","NA","NA","31190.003700001398","15029.538200000388","3420.077800001309","NA","30240.109099999245","3456.5164000014192","30673.56429999927","32217.997799998557","30240.42339999869","NA","30673.36240000077","30195.058099998278","Stop-Signal Task","8","3579.5835999997507","8","yes","1024"
"1","10","133","255","100","100","448.8121333330734","448.8121333330734","black","no","psycho","psycho","psycho","0","uniform","11346","477.0919000002323","0.042049347787787086","1","undefined","1","left","0","8","8","8","8","9","8","NA","8","0","8","0","0","0","8","0","8","8","8","NA","8","8","8","Tue Nov 30 16:08:29 2021","395","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","1","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","8","8","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-4.csv","psycho","Lentiform Loewenfeld","3.3.9","0","left","NA","right","left","NA","459.72559999790974","NA","11572.098099997675","459.72559999790974","NA","2","psycho","1024","2","48000","-16","experiment","","0","4","even","left","2","15029.506700000638","NA","33490.03670000093","33317.08620000063","NA","NA","NA","NA","NA","NA","33356.726199999684","15029.538200000388","3420.077800001309","NA","32423.381900000095","3456.5164000014192","32856.88780000055","34389.68450000175","32423.60159999953","NA","32856.68539999824","32378.106600001047","Stop-Signal Task","9","4039.3091999976605","9","yes","1024"
"1","10","131","255","100","100","444.62348999950336","444.62348999950336","black","no","psycho","psycho","psycho","0","uniform","10308","431.0800000021118","0.041819945673468355","1","undefined","1","right","0","9","9","9","9","10","9","NA","9","0","9","0","0","0","9","0","9","9","9","NA","9","9","9","Tue Nov 30 16:08:29 2021","308","Loosely based on Logan (1984) Journal of Experimental Psychology: Human Perception and Performance","0","yes","StopSignalTask.osexp","C:\Users\user\Documents\GitHub\StopTaskBCN","no","mono","no","18","no","white","no","yes","768","psycho","9","9","C:/Users/user/Documents/GitHub/StopTaskBCN/subject-4.csv","psycho","Lentiform Loewenfeld","3.3.9","0","right","NA","right","right","NA","406.92569999737316","NA","11572.098099997675","406.92569999737316","NA","2","psycho","1024","2","48000","-16","experiment","","0","4","even","right","8","15029.506700000638","NA","35556.825200001185","35381.07709999895","NA","NA","NA","NA","NA","NA","35423.42120000103","15029.538200000388","3420.077800001309","NA","34623.460499999055","3456.5164000014192","34973.60480000134","36456.16710000104","34623.734000000695","NA","34973.39809999903","34570.753299998614","Stop-Signal Task","10","4446.234899995034","10","yes","1024"
